"ID","NeighborID","Counter","Ticks"
"17","36",14978,5983
"17","35",14979,5983
"17","32",14980,5984
"17","25",14981,5984
"17","25",14982,5985
"17","255",14983,5985
"17","255",14984,5985
"17","255",14985,5986
"17","255",14986,5986
"17","255",14987,5987
"17","11",14988,5987
"17","11",14989,5987
"17","10",14990,5988
"17","10",14991,5988
"17","10",14992,5989
"17","23",14993,5989
"17","26",14994,5989
"17","26",14995,5990
"17","26",14996,5990
"17","18",14997,5991
"17","34",14998,5991
"17","34",14999,5991
"17","34",15000,5992
"17","34",15001,5992
"17","12",15002,5993
"17","12",15003,5993
"17","12",15004,5994
"17","12",15005,5994
"17","12",15006,5994
"17","12",15007,5995
"17","12",15008,5995
"17","12",15009,5996
"17","12",15010,5996
"17","12",15011,5996
"17","12",15012,5997
"17","15",15013,5997
"17","15",15014,5998
"17","15",15015,5998
"17","6",15016,5998
"17","6",15017,5999
"17","6",15018,5999
"17","6",15019,6000
"17","35",15020,6000
"17","29",15021,6000
"17","9",15022,6001
"17","14",15023,6001
"17","32",15024,6002
"17","32",15025,6002
"17","32",15026,6003
"17","32",15027,6003
"17","32",15028,6003
"17","32",15029,6004
"17","11",15030,6004
"17","11",15031,6005
"17","11",15032,6005
"17","11",15033,6005
"17","11",15034,6006
"17","11",15035,6006
"17","11",15036,6007
"17","33",15037,6007
"17","24",15038,6007
"17","10",15039,6008
"17","10",15040,6008
"17","10",15041,6009
"17","10",15042,6009
"17","10",15043,6009
"17","10",15044,6010
"17","10",15045,6010
"17","10",15046,6011
"17","10",15047,6011
"17","10",15048,6011
"17","10",15049,6012
"17","10",15050,6012
"17","7",15051,6013
"17","7",15052,6013
"17","15",15053,6014
"17","15",15054,6014
"17","4",15055,6014
"17","4",15056,6015
"17","4",15057,6015
"17","4",15058,6016
"17","4",15059,6016
"17","4",15060,6016
"17","4",15061,6017
"17","6",15062,6017
"17","6",15063,6018
"17","6",15064,6018
"17","255",15065,6018
"17","36",15066,6019
"17","14",15067,6019
"17","29",15068,6020
"17","29",15069,6020
"17","9",15070,6020
"17","9",15071,6021
"17","11",15072,6021
"17","11",15073,6022
"17","11",15074,6022
"17","11",15075,6022
"17","11",15076,6023
"17","34",15077,6023
"17","34",15078,6024
"17","33",15079,6024
"17","18",15080,6024
"17","26",15081,6025
"17","26",15082,6025
"17","26",15083,6026
"17","12",15084,6026
"17","12",15085,6026
"17","10",15086,6027
"17","10",15087,6027
"17","10",15088,6028
"17","31",15089,6028
"17","31",15090,6028
"17","31",15091,6029
"17","31",15092,6029
"17","31",15093,6030
"17","15",15094,6030
"17","15",15095,6030
"17","15",15096,6031
"17","15",15097,6031
"17","15",15098,6032
"17","15",15099,6032
"17","15",15100,6033
"17","15",15101,6033
"17","4",15102,6033
"17","255",15103,6034
"17","255",15104,6034
"17","255",15105,6035
"17","255",15106,6035
"17","255",15107,6035
"17","255",15108,6036
"17","255",15109,6036
"17","36",15110,6037
"17","6",15111,6037
"17","6",15112,6037
"17","32",15113,6038
"17","29",15114,6038
"17","9",15115,6039
"17","11",15116,6039
"17","9",15117,6040
"17","9",15118,6040
"17","9",15119,6040
"17","9",15120,6041
"17","33",15121,6041
"17","33",15122,6042
"17","33",15123,6042
"17","33",15124,6042
"17","33",15125,6043
"17","34",15126,6043
"17","34",15127,6044
"17","34",15128,6044
"17","34",15129,6044
"17","41",15130,6045
"17","35",15131,6045
"17","35",15132,6046
"17","35",15133,6046
"17","15",15134,6046
"17","15",15135,6047
"17","15",15136,6047
"17","15",15137,6048
"17","31",15138,6048
